title,image,describe,category,ID
SÖDERHAMN,C:\Users\admin\Downloads\app_30798308\soederhamn-corner-sofa-3-seat-fridtuna-dark-grey__1057720_pe848933_s5.jpg,"If you like the stylish airy look, you have to try the deep generous seats. Create your own personal combination of SÖDERHAMN sofa, then sit down and relax – by yourself or together with the whole family.",bed,00180
JÄTTEBO,C:\Users\admin\Downloads\app_30798308\jaettebo-cover-for-headrest-cushion-samsala-dark-yellow-green__1109646_pe870136_s5.jpg,A thick and extra-wide-wale corduroy fabric that is comfortable to sit on and soft to the touch. The fabric has a deep texture and a slight lustre – and can be removed and machine washed if needed.,bed,00181
JÄTTEBO,C:\Users\admin\Downloads\app_30798308\jaettebo-chaise-longue-module-left-samsala-dark-yellow-green__1109608_pe870098_s5.jpg,Enjoy long movie nights and comfy socialising with friends in JÄTTEBO modular sofa. Combine this chaise longue module with storage with other modules to create a customised sofa for you and your home.,bed,00182
JÄTTEBO,C:\Users\admin\Downloads\app_30798308\jaettebo-cover-chaise-longue-module-right-samsala-dark-yellow-green__1109646_pe870136_s5.jpg,A thick and extra-wide-wale corduroy fabric that is comfortable to sit on and soft to the touch. The fabric has a deep texture and a slight lustre – and can be removed and machine washed if needed.,bed,00183
SÖDERHAMN,C:\Users\admin\Downloads\app_30798308\soederhamn-armchair-viarp-beige__0802651_pe768532_s5.jpg,"If you like the stylish airy look, you have to try the deep generous seats. Create your own personal combination of SÖDERHAMN sofa, then sit down and relax – by yourself or together with the whole family.",bed,00184
SÖDERHAMN,C:\Users\admin\Downloads\app_30798308\soederhamn-corner-sofa-4-seat-with-open-end-fridtuna-dark-grey__1057727_pe848939_s5.jpg,"If you like the stylish airy look, you have to try the deep generous seats. Create your own personal combination of SÖDERHAMN sofa, then sit down and relax – by yourself or together with the whole family.",bed,00185
ÄPPLARYD,C:\Users\admin\Downloads\app_30798308\aepplaryd-3-seat-sofa-with-chaise-longue-lejde-light-grey__0992926_pe820340_s5.jpg,"ÄPPLARYD sofa will be your home’s comfy oasis. An eye-catcher that reflects your personality and style. Great to sit, lie down and hang out on. And with lots of space for the whole family, year after year.",bed,00186
SÖDERHAMN,C:\Users\admin\Downloads\app_30798308\soederhamn-2-seat-sofa-with-chaise-longue-with-armrest-tallmyra-dark-green__0780924_pe760308_s5.jpg,"If you like the stylish airy look, you have to try the deep generous seats. Create your own personal combination of SÖDERHAMN sofa, then sit down and relax – by yourself or together with the whole family.",bed,00187
SÖDERHAMN,C:\Users\admin\Downloads\app_30798308\soederhamn-cover-for-1-seat-section-fridtuna-light-beige__1208571_pe908636_s5.jpg,"This sturdy cover with a deep texture is woven in different tones that create an elegant pattern. The cover is easy to remove and machine wash, so you can enjoy the sofa without worrying about spills.",bed,00188
SMEDSTORP,C:\Users\admin\Downloads\app_30798308\smedstorp-3-seat-sofa-lejde-red-brown-oak__0989836_pe818632_s5.jpg,"A sofa for those who like soft shapes of the past, but want modern comfort. Enjoy resilient foam cushions, comfortable armrests and cone-shaped legs in a lovely retro style that lasts for many years.",bed,00189
SMEDSTORP,C:\Users\admin\Downloads\app_30798308\smedstorp-2-seat-sofa-lejde-red-brown-oak__0989822_pe818624_s5.jpg,"A sofa for those who like soft shapes of the past, but want modern comfort. Enjoy resilient foam cushions, comfortable armrests and cone-shaped legs in a lovely retro style that lasts for many years.",bed,00190
SÖDERHAMN,C:\Users\admin\Downloads\app_30798308\soederhamn-cover-for-corner-section-fridtuna-light-beige__1208571_pe908636_s5.jpg,"This sturdy cover with a deep texture is woven in different tones that create an elegant pattern. The cover is easy to remove and machine wash, so you can enjoy the sofa without worrying about spills.",bed,00191
ROCKSJÖN,C:\Users\admin\Downloads\app_30798308\rocksjoen-cover-for-2-seat-sofa-kilanda-light-beige__1194798_pe902057_s5.jpg,The cover is easy to keep clean since it is removable and machine washable.,bed,00192
JÄTTEBO,C:\Users\admin\Downloads\app_30798308\jaettebo-cover-1-seat-module-with-storage-samsala-dark-yellow-green__1109646_pe870136_s5.jpg,A thick and extra-wide-wale corduroy fabric that is comfortable to sit on and soft to the touch. The fabric has a deep texture and a slight lustre – and can be removed and machine washed if needed.,bed,00193
JÄTTEBO,C:\Users\admin\Downloads\app_30798308\jaettebo-cover-1-5-seat-module-with-storage-samsala-dark-yellow-green__1109646_pe870136_s5.jpg,A thick and extra-wide-wale corduroy fabric that is comfortable to sit on and soft to the touch. The fabric has a deep texture and a slight lustre – and can be removed and machine washed if needed.,bed,00194
SÖDERHAMN,C:\Users\admin\Downloads\app_30798308\soederhamn-3-seat-sofa-with-open-end-tonerud-grey__1057841_pe849019_s5.jpg,"If you like the stylish airy look, you have to try the deep generous seats. Create your own personal combination of SÖDERHAMN sofa, then sit down and relax – by yourself or together with the whole family.",bed,00195
VISKAFORS,C:\Users\admin\Downloads\app_30798308\viskafors-1-5-seat-armchair-hoegalid-brown-brown__1088081_pe861053_s5.jpg,"VISKAFORS is an armchair that becomes a statement piece in the room. The classic design has generous, inviting shapes – and when you sink into the deep soft seat, the armchair gives you an embracing feel.",bed,00196
JÄTTEBO,C:\Users\admin\Downloads\app_30798308\jaettebo-cover-chaise-longue-module-left-samsala-dark-yellow-green__1109646_pe870136_s5.jpg,A thick and extra-wide-wale corduroy fabric that is comfortable to sit on and soft to the touch. The fabric has a deep texture and a slight lustre – and can be removed and machine washed if needed.,bed,00197
SMEDSTORP,C:\Users\admin\Downloads\app_30798308\smedstorp-4-seat-sofa-with-chaise-longue-lejde-red-brown-oak__1086443_pe860478_s5.jpg,"A sofa for those who like soft shapes of the past, but want modern comfort. Enjoy resilient foam cushions, comfortable armrests and cone-shaped legs in a lovely retro style that lasts for many years.",bed,00198
SMEDSTORP,C:\Users\admin\Downloads\app_30798308\smedstorp-3-seat-sofa-with-chaise-longue-lejde-red-brown-oak__0989844_pe818640_s5.jpg,"A sofa for those who like soft shapes of the past, but want modern comfort. Enjoy resilient foam cushions, comfortable armrests and cone-shaped legs in a lovely retro style that lasts for many years.",bed,00199
ÄPPLARYD,C:\Users\admin\Downloads\app_30798308\aepplaryd-chaise-longue-section-lejde-grey-black__0992961_pe820368_s5.jpg,"ÄPPLARYD sofa will be your home’s comfy oasis. An eye-catcher that reflects your personality and style. Great to sit, lie down and hang out on. And with lots of space for the whole family, year after year.",bed,00200
GLADSTAD,C:\Users\admin\Downloads\app_30798308\gladstad-upholstered-bed-2-storage-boxes-kabusa-light-grey__1151023_pe884728_s5.jpg,GLADSTAD upholstered bed frame with bed storage boxes has a clean and modern design with a padded headboard and soft cover. The storage boxes are easy to roll in under the bed – for practical storage.,bed,00201
GLADSTAD,C:\Users\admin\Downloads\app_30798308\gladstad-upholstered-bed-frame-kabusa-light-grey__0984349_pe816237_s5.jpg,"The GLADSTAD upholstered bed frame has a clean and modern design, while being comfortable and inviting with its padded headboard and soft cover with a slight texture. Sleep tight – in style!",bed,00202
FRIHETEN / KLAGSHAMN,C:\Users\admin\Downloads\app_30798308\friheten-klagshamn-corner-sofa-bed-with-storage-skiftebo-dark-grey__1057056_pe848725_s5.jpg,Relaxing bed at night and comfy sofa during the day – with built-in storage space under the seat. The included mattress pad is rolled out at bedtime and rolled up into a long back cushion in the morning.,bed,00203
VRETSTORP,C:\Users\admin\Downloads\app_30798308\vretstorp-3-seat-sofa-bed-hakebo-dark-grey__1155328_pe886560_s5.jpg,This sofa-bed makes it easy to have a good night's sleep. Effortless to convert and with practical storage for bedding and pyjamas. But most importantly – the comfort makes it hard to keep your eyes open.,bed,00204
MÄVINN,C:\Users\admin\Downloads\app_30798308\maevinn-bed-runner-dotted-black__1246365_pe922121_s5.jpg,A runner gives your made bed a lift. This one is in soft cotton and has crocheted dots in various colours scattered on the black surface. And it goes just as well if you'd rather have it on a set table.,bed,00205
VIMLE,C:\Users\admin\Downloads\app_30798308\vimle-crnr-sofa-bed-5-seat-w-chaise-lng-with-wide-armrests-djuparp-dark-green__1025540_pe834068_s5.jpg,"The VIMLE sofa series has sections that can be combined as you like into a customised solution for you and your home. This one has a sofa-bed which is super easy to convert with a thick, cosy mattress.",bed,00206
JÄTTEBO,C:\Users\admin\Downloads\app_30798308\jaettebo-4-seat-mod-sofa-w-chaise-longue-right-samsala-dark-yellow-green__1109638_pe870128_s5.jpg,Enjoy long movie nights and comfy socialising with friends in JÄTTEBO modular sofa. Use this combination with a relaxing chaise longue as it is – or create a customised sofa for you and your home.,bed,00207
JÄTTEBO,C:\Users\admin\Downloads\app_30798308\jaettebo-3-5-seat-mod-sofa-w-chaise-longues-samsala-grey-beige__1109594_pe870081_s5.jpg,Enjoy long movie nights and comfy socialising with friends in JÄTTEBO modular sofa. Use this combination with two relaxing chaise longues as it is – or create a customised sofa for you and your home.,bed,00208
JÄTTEBO,C:\Users\admin\Downloads\app_30798308\jaettebo-3-5-seat-mod-sofa-w-chaise-longues-armrests-tonerud-grey__1109592_pe870083_s5.jpg,Enjoy long movie nights and comfy socialising with friends in JÄTTEBO modular sofa. Use this combination with two relaxing chaise longues as it is – or create a customised sofa for you and your home.,bed,00209
JÄTTEBO,C:\Users\admin\Downloads\app_30798308\jaettebo-armrest-samsala-dark-yellow-green__1109605_pe870095_s5.jpg,Enjoy long movie nights and comfy socialising with friends in JÄTTEBO modular sofa. Combine this armrest with other modules to make your customised sofa even cosier and more embracing!,bed,00210
JÄTTEBO,C:\Users\admin\Downloads\app_30798308\jaettebo-3-seat-modular-sofa-samsala-dark-yellow-green__1109636_pe870121_s5.jpg,Enjoy long movie nights and comfy socialising with friends in JÄTTEBO modular sofa. Use this comfy combination as it is – or create a customised sofa for you and your home with the planning tool.,bed,00211
JÄTTEBO,C:\Users\admin\Downloads\app_30798308\jaettebo-chaise-longue-module-right-with-armrest-samsala-dark-yellow-green__1127998_pe876356_s5.jpg,Enjoy long movie nights and comfy socialising with friends in JÄTTEBO modular sofa. Use this combination with a relaxing chaise longue as it is – or create a customised sofa for you and your home.,bed,00212
JÄTTEBO,C:\Users\admin\Downloads\app_30798308\jaettebo-u-shaped-sofa-7-seat-with-chaise-longue-right-with-headrests-samsala-grey-beige__1179838_pe896111_s5.jpg,Enjoy long movie nights and comfy socialising with friends in JÄTTEBO modular sofa. Use this comfy combination as it is – or create a customised sofa for you and your home with the planning tool.,bed,00213
JÄTTEBO,C:\Users\admin\Downloads\app_30798308\jaettebo-4-5-seat-mod-sofa-w-chaise-longue-right-samsala-dark-yellow-green__1109600_pe870091_s5.jpg,Enjoy long movie nights and comfy socialising with friends in JÄTTEBO modular sofa. Use this combination with a relaxing chaise longue as it is – or create a customised sofa for you and your home.,bed,00214
JÄTTEBO,C:\Users\admin\Downloads\app_30798308\jaettebo-modular-corner-sofa-6-seat-samsala-dark-yellow-green__1109619_pe870109_s5.jpg,Enjoy long movie nights and comfy socialising with friends in JÄTTEBO modular sofa. Use this comfy combination as it is – or create a customised sofa for you and your home with the planning tool.,bed,00215
JÄTTEBO,C:\Users\admin\Downloads\app_30798308\jaettebo-4-seat-mod-sofa-w-chaise-longue-right-with-headrest-samsala-grey-beige__1179844_pe896117_s5.jpg,Enjoy long movie nights and comfy socialising with friends in JÄTTEBO modular sofa. Use this combination with a relaxing chaise longue as it is – or create a customised sofa for you and your home.,bed,00216
JÄTTEBO,C:\Users\admin\Downloads\app_30798308\jaettebo-2-seat-modular-sofa-samsala-dark-yellow-green__1109631_pe870125_s5.jpg,Enjoy long movie nights and comfy socialising with friends in JÄTTEBO modular sofa. Use this comfy combination as it is – or create a customised sofa for you and your home with the planning tool.,bed,00217
JÄTTEBO,C:\Users\admin\Downloads\app_30798308\jaettebo-2-5-seat-mod-sofa-w-chaise-longue-left-samsala-dark-yellow-green__1109585_pe870075_s5.jpg,Enjoy long movie nights and comfy socialising with friends in JÄTTEBO modular sofa. Use this combination with a relaxing chaise longue as it is – or create a customised sofa for you and your home.,bed,00218
JÄTTEBO,C:\Users\admin\Downloads\app_30798308\jaettebo-mod-crnr-sofa-2-5-seat-w-chaise-lng-right-samsala-grey-beige__1109627_pe870119_s5.jpg,Enjoy long movie nights and comfy socialising with friends in JÄTTEBO modular sofa. Use this combination with a relaxing chaise longue as it is – or create a customised sofa for you and your home.,bed,00219
JÄTTEBO,C:\Users\admin\Downloads\app_30798308\jaettebo-2-5-seat-mod-sofa-w-chaise-longue-left-with-headrest-samsala-dark-yellow-green__1172569_pe893363_s5.jpg,Enjoy long movie nights and comfy socialising with friends in JÄTTEBO modular sofa. Use this combination with a relaxing chaise longue as it is – or create a customised sofa for you and your home.,bed,00220
JÄTTEBO,C:\Users\admin\Downloads\app_30798308\jaettebo-chaise-longue-module-left-with-armrest-samsala-dark-yellow-green__1109609_pe870099_s5.jpg,Enjoy long movie nights and comfy socialising with friends in JÄTTEBO modular sofa. Use this combination with a relaxing chaise longue as it is – or create a customised sofa for you and your home.,bed,00221
JÄTTEBO,C:\Users\admin\Downloads\app_30798308\jaettebo-chaise-longue-modules-samsala-dark-yellow-green__1180382_pe896292_s5.jpg,Extra covers to alternate with mean it's easy to give both your sofa and room a new look.,bed,00222
JÄTTEBO,C:\Users\admin\Downloads\app_30798308\jaettebo-2-seat-modular-sofa-with-headrest-samsala-dark-yellow-green__1179834_pe896100_s5.jpg,Enjoy long movie nights and comfy socialising with friends in JÄTTEBO modular sofa. Use this comfy combination as it is – or create a customised sofa for you and your home with the planning tool.,bed,00223
LOBERGET / MALSKÄR,C:\Users\admin\Downloads\app_30688142\loberget-malskaer-swivel-chair-white__1078458_pe857202_s5(8).jpg,"Easy to keep clean by just wiping with a damp cloth.The safety castors have a pressure-sensitive brake mechanism that keeps the chair in place when you stand up, and releases automatically when you sit down.",chair,00224
ADDE,C:\Users\admin\Downloads\app_30688142\adde-chair-white__0728280_pe736170_s5(7).jpg,"You can stack the chairs, so they take less space when you're not using them.DesignerMarcus Arvonen",chair,00225
POÄNG,C:\Users\admin\Downloads\app_30688142\poaeng-armchair-oak-veneer-knisa-light-beige__0571595_pe666981_s5.jpg,A range of various seat cushions makes it easy to change the look of your POÄNG and your living room.The high back gives good support for your neck.Layer-glued bent oak gives comfortable resilience.10 year guarantee. Read about the terms in the guarantee brochure.DesignerIKEA of Sweden/Noboru Nakamura,chair,00226
ÖSTANÖ,C:\Users\admin\Downloads\app_30688142\oestanoe-chair-deep-green-remmarn-deep-green__1209972_pe909498_s5.jpg,"Simple to assemble since you avoid needing to wonder about which legs should face forward. They’re all the same.Upholstered chair seat distributes your body weight and reduces pressure on the sitting bone.Create a unified expression with several chairs of the same colour or mix chairs of different colours.The chair stands firmly in place thanks to the metal underframe.A slim design that blends in without taking up too much visual space in the room, yet sturdy enough to hold up to everyday activities.You can stack the chairs, so they take less space when you're not using them.DesignerWilly Chong",chair,00227
EKENÄSET,C:\Users\admin\Downloads\app_30688142\ekenaeset-armchair-kilanda-light-beige__1109687_pe870153_s5.jpg,"10-year guarantee. Read about the terms in the guarantee brochure.Clean lines and supportive comfort, regardless if you’re reading, socialising with friends or just relaxing for a moment.The elegant, fixed cover has a perfect fit that will last over time. You can choose from different covers and find one that suits you and your home.You will sit stable and steady for years to come since the frame is made of hardwearing solid wood. You also enjoy a relaxed sitting position thanks to the angled backrest.Each armchair has a unique expression since the wooden frame is first stained in a dark-brown tone and then covered with clear lacquer that makes the wood’s natural grains visible.High-resilience foam in the seat and back makes the armchair regain its shape when you stand up, and it’s complemented with zigzag springs in the seat and supportive fabric in the back for a firm comfort.The tall legs in solid wood make it easy to vacuum or reach things hiding under the armchair to avoid clutter.DesignerIKEA of Sweden",chair,00228
LIDÅS,C:\Users\admin\Downloads\app_30688142\lidas-chair-white-sefast-chrome-plated__1106348_pe868687_s5.jpg,"You can stack the chairs, so they take less space when you're not using them.May be completed with FIXA self-adhesive floor protectors to protect the underlying surface against wear.Easy assembly with only 4 screws.You decide the style of your chair. The seat shell is available in different colours, and the underframe SEFAST is available in white, black and chrome-plated colours.You can revitalise with a new look at home by swapping the seat shell. SEFAST underframe works well with KARLPETTER or SIGTRYGG seat shells, sold separately.",chair,00229
STRANDMON,C:\Users\admin\Downloads\app_30688142\strandmon-wing-chair-nordvalla-dark-grey__0325432_pe517964_s5.jpg,You can really loosen up and relax in comfort because the high back on this chair provides extra support for your neck.10 year guarantee. Read about the terms in the guarantee brochure.DesignerIKEA of Sweden,chair,00230
STEIN,C:\Users\admin\Downloads\app_30688142\stein-chair-transparent__0773405_pe756294_s5.jpg,"Lightweight, easy to lift and move.Comfortable to sit on thanks to the bowl-shaped seat and rounded shape of the backrest.No assembly required.Can be stacked to save space when stored.DesignerCarl Öjerstam",chair,00231
TOSSBERG / MALSKÄR,C:\Users\admin\Downloads\app_30688142\tossberg-malskaer-swivel-chair-gunnared-beige-white__1200010_pe904812_s5.jpg,"The safety castors have a pressure-sensitive brake mechanism that keeps the chair in place when you stand up, and releases automatically when you sit down.You sit comfortably since the chair is adjustable in height.The high backrest and the curved shape of the chair, provide good lower back support and prevent your back from getting tired. You sit comfortably, longer and with a relaxed posture.This swivel chair goes well in all types of rooms and offers nice seating, whether you’re doing homework, hobbies or just paying bills.Goes nicely with TOSSBERG dining chairs.The seat comprises of high-resilience foam that retains its shape and has a structure that allows air to circulate, giving you a comfortable surface to sit on.",chair,00232
TOSSBERG,C:\Users\admin\Downloads\app_30688142\tossberg-chair-metal-white-gunnared-beige__1142158_pe881185_s5.jpg,You sit comfortably thanks to the shaped back.The chair is extra comfortable because it has armrests and a rounded back.The powder-coated steel frame is both sturdy and durable.The upholstered seat and comfortable angle of the backrest make the chair perfect for long dinners.The chair can be pushed under the table so that it takes up less space when not in use.The armrests are long enough to provide support when you lean back and short enough to allow you to sit as close to the table as you like when eating.DesignerIKEA of Sweden,chair,00233
POÄNG,C:\Users\admin\Downloads\app_30688142\poaeng-armchair-birch-veneer-knisa-light-beige__0571500_pe666933_s5.jpg,"To sit even more comfortably and relaxed, you can use the armchair together with POÄNG footstool.A range of various seat cushions makes it easy to change the look of your POÄNG and your living room.The high back gives good support for your neck.10 year guarantee. Read about the terms in the guarantee brochure.The layer-glued bent wood frame gives the armchair a comfortable resilience, making it perfect to relax in.DesignerIKEA of Sweden/Noboru Nakamura",chair,00234
KARLPETTER,C:\Users\admin\Downloads\app_30688142\karlpetter-chair-gunnared-medium-grey-sefast-black__1106907_pe868870_s5.jpg,"Easy assembly with only 4 screws.You can revitalise with a new look at home by swapping the seat shell. SEFAST underframe works well with LIDÅS or SIGTRYGG seat shells, sold separately.You decide the style of your chair. The seat shell is available in different colours, and the underframe SEFAST is available in white, black and chrome-plated colours.May be completed with FIXA self-adhesive floor protectors to protect the underlying surface against wear.",chair,00235
IKEA PS LÖMSK,C:\Users\admin\Downloads\app_30688142\ikea-ps-loemsk-swivel-armchair-white-red__0726690_pe735385_s5.jpg,With the hood pulled down the armchair is a secret hiding-place for the child.The fabric lets light in so it's never completely dark under the hood.Spinning round helps the brain to sort sensory impressions.Add a cushion or pad for more comfort.DesignerMonika Mulder,chair,00236
GRÖNSTA,C:\Users\admin\Downloads\app_30688142\groensta-chair-in-outdoor-white__1243689_pe920720_s5.jpg,Easy to clean – just wipe with a damp cloth.Solid eucalyptus legs screw onto the seat shell easily without having to use tools.The white moulded seat shell has a comfy flexy feel and an embracing scoop design that supports the back for comfortable seating.,chair,00237
HUVUDSPELARE,C:\Users\admin\Downloads\app_30688142\huvudspelare-gaming-chair-black__1039660_pe840411_s5.jpg,"The mesh material of the backrest lets air through to your back during long sitting periods.The safety castors have a pressure-sensitive brake mechanism that keeps the chair in place when you stand up, and releases automatically when you sit down.You sit comfortably since the chair is adjustable in height.Your back gets support and extra relief from the built-in lumbar support.This desk chair has adjustable tilt tension that allows you to adjust the resistance to suit your movements and weight.The synchronised seat and back tilt follows your body movements and adjusts the chair to the correct position.DesignerJon Karlsson",chair,00238
FEJAN,C:\Users\admin\Downloads\app_30688142\fejan-chair-outdoor-foldable-white__0728344_pe736190_s5.jpg,"Perfect for your balcony or other small spaces as the chair is easy to fold up.The chair is durable and easy to care for, as it is made of powder-coated steel and plastic.DesignerK Hagberg/M Hagberg",chair,00239
SMÄLLEN,C:\Users\admin\Downloads\app_30688142\smaellen-swivel-chair-black__1096271_pe864278_s5.jpg,"You sit comfortably since the chair is adjustable in height.Easy to keep clean by just wiping with a damp cloth.To adjust the seat height, spin the seat upwards or downwards.Plastic feet protect your floor from scratches.You sit comfortably thanks to the seat’s generous size and the high backrest that provides good back support.The texture of the seat is inspired by the pattern on golf balls, a classic expression that adds a nice look to the chair and makes the seat easier to keep clean.DesignerCarl Öjerstam",chair,00240
SKRUVSTA,C:\Users\admin\Downloads\app_30688142\skruvsta-swivel-chair-flackarp-medium-grey__0724696_pe734578_s5.jpg,"The castors are rubber coated to run smoothly on any type of floor.The safety castors have a pressure-sensitive brake mechanism that keeps the chair in place when you stand up, and releases automatically when you sit down.DesignerIKEA of Sweden",chair,00241
DYVLINGE,C:\Users\admin\Downloads\app_30688142\dyvlinge-swivel-armchair-kelinge-green__1205904_pe907276_s5.jpg,"10-year guarantee. Read about the terms in the guarantee brochure.Part of the Nytillverkad collection where several IKEA classics have been given a new look.DYVLINGE swivel armchair was launched in our 1967 catalogue with the name MILA. Then, just like now, with a sitting position that is naturally relaxing for the entire body.In the Nytillverkad collection, the armchair's cross base has 5 legs instead of 4 to minimise the risk of tipping.DesignerGillis Lundgren",chair,00242
RENBERGET,C:\Users\admin\Downloads\app_30688142\renberget-swivel-chair-bomstad-black__1074967_pe856358_s5.jpg,"The safety castors have a pressure-sensitive brake mechanism that keeps the chair in place when you stand up, and releases automatically when you sit down.You sit comfortably since the chair is adjustable in height.This swivel chair has adjustable tilt tension that allows you to adjust the resistance to suit your movements and weight.To adjust the tilt tension, turn the knob under the seat to increase or decrease the resistance.The shape of the armrests provides good support and helps you find a good sitting position.Soft yet hard-wearing coated fabric is easy to wipe clean.DesignerIKEA of Sweden",chair,00243
TOBIAS,C:\Users\admin\Downloads\app_30688142\tobias-chair-transparent-chrome-plated__0727342_pe735614_s5.jpg,You sit comfortably thanks to the restful flexibility of the seat and back.DesignerCarl Öjerstam,chair,00244
TEODORES,C:\Users\admin\Downloads\app_30688142\teodores-chair-white__0727344_pe735616_s5.jpg,"The chair is easy to store when not in use, since you can stack up to 6 chairs on top of each other.DesignerDavid Wahl",chair,00245
SOTENÄS,C:\Users\admin\Downloads\app_30688142\sotenaes-armchair-hakebo-yellow__1262234_pe926999_s5.jpg,"10-year guarantee. Read about the terms in the guarantee brochure.Part of the Nytillverkad collection where several IKEA classics have been given a new look.Gillis Lundgren's low and wide PUCK armchair with a tubular underframe was first shown in the 1969 catalogue and is now back in the Nytillverkad collection with a new name – SOTENÄS.In this updated version, the sturdy tubular underframe of the armchair is now yellow instead of white.DesignerGillis Lundgren",chair,00246
POÄNG,C:\Users\admin\Downloads\app_30688142\poaeng-armchair-black-brown-knisa-black__0571510_pe666941_s5.jpg,"To sit even more comfortably and relaxed, you can use the armchair together with POÄNG footstool.A range of various seat cushions makes it easy to change the look of your POÄNG and your living room.The high back gives good support for your neck.10 year guarantee. Read about the terms in the guarantee brochure.The layer-glued bent wood frame gives the armchair a comfortable resilience, making it perfect to relax in.DesignerIKEA of Sweden/Noboru Nakamura",chair,00247
ÖRFJÄLL,C:\Users\admin\Downloads\app_30688142\oerfjaell-swivel-chair-white-vissle-light-grey__0978008_pe813981_s5.jpg,"The safety castors have a pressure-sensitive brake mechanism that keeps the chair in place when you stand up, and releases automatically when you sit down.High-quality density foam will keep the chair comfortable for many years to come.You sit comfortably since the chair is adjustable in height.",chair,00248
VEDBO,C:\Users\admin\Downloads\app_30688142\vedbo-armchair-gunnared-light-green__0949818_pe800035_s5.jpg,"10 year guarantee. Read about the terms in the guarantee brochure.The timeless design of VEDBO makes it easy to place in various room settings and match with other furniture.VEDBO armchair is ideal when you want to relax in your own space in an open environment, yet still want the opportunity to socialise with others when you like.VEDBO comes in 3 different earthy colours, adding beauty to any room.DesignerFrancis Cayouette",chair,00249
STEFAN,C:\Users\admin\Downloads\app_30688142\stefan-chair-white__1322933_pe942332_s5.jpg,"You sit comfortably thanks to the high back.Sturdy and durable solid wood chair frame.The armless silhouette allows you to push these chairs right up to your table and save on floor space.For a softer seat or to add a personal touch to the room, complete with a chair pad in the style and colour of your choice.",chair,00250
HERRÅKRA,C:\Users\admin\Downloads\app_30688142\herrakra-armchair-vissle-grey__1213671_pe911201_s5.jpg,"This cover is made from Vissle fabric in polyester, which is dope-dyed. It’s a durable material with a smooth weave and a nice two-tone effect.10-year guarantee. Read about the terms in the guarantee brochure.The cover has been treated with easy-care, which means that spills won’t seep into the fabric, but stay on the surface and are easily absorbed with a dry cloth.The armchair's bold, expressive shape with slightly angled legs adds character to any room and context – goes just as well in your living room as at your office.The rounded shape of the armrests and backrest, and the way they meet each other, all makes a nice design detail that resembles the shape of a flower.The backrest, armrests and low seat together provide a supportive comfort with an embracing feel.DesignerOla Wihlborg",chair,00251
ELDBERGET / MALSKÄR,C:\Users\admin\Downloads\app_30688142\eldberget-malskaer-swivel-chair-dark-grey-black__0814559_pe772629_s5.jpg,"The safety castors have a pressure-sensitive brake mechanism that keeps the chair in place when you stand up, and releases automatically when you sit down.You sit comfortably since the chair is adjustable in height.Easy to keep clean by just wiping with a damp cloth.The high backrest and the curved shape of the chair, provide good lower back support and prevent your back from getting tired. You sit comfortably, longer and with a relaxed posture.The beautiful and light shape of this desk chair makes it easy to furnish any workspace at home for schoolwork, hobbies or just paying the bills.Give extra softness and comfort to ELDBERGET desk chair by adding the matching PYNTEN seat pad.DesignerCarl Öjerstam/IKEA of Sweden",chair,00252
KLINTEN,C:\Users\admin\Downloads\app_30688142\klinten-chair-brown-kilanda-light-beige__1156101_pe886899_s5.jpg,"The cover is easy to keep clean as it is removable and machine washable.Create a unified expression with several chairs of the same colour or mix chairs of different colours.Upholstered chair seat distributes your body weight and reduces pressure on the sitting bone.You can sit comfortably for a long time at the table since the angle of the backrest provides good lumbar support.The chair cover comes in one piece and fixes in place with hook-and-loop fasteners so you can easily pull it off and put it back on again.Dine in style and comfort. This upholstered chair is perfect for long meals, spending precious moments with family and friends or for indulging in some relaxing me-time.With sofa-comfort feel, this chair can also serve as cosy extra seating in your bedroom, hallway, living room or wherever you would like a comfy spot to relax without taking up too much space.DesignerWilly Chong",chair,00253
ROCKSJÖN,C:\Users\admin\Downloads\app_30688142\rocksjoen-armchair-klovsta-grey-white__1247354_pe922628_s5.jpg,"The cover is easy to keep clean since it is removable and machine washable.10-year guarantee. Read about the terms in the guarantee brochure.Design details like decorative piping and beautiful pleats create a traditional expression.Thanks to its neat size, ROCKSJÖN makes it easy to furnish even the narrowest of spaces.The supportive seat cushion and the angle of the backrest offer a pleasant and relaxed comfort.This cover is made from the polyester fabric Klovsta which has a slight texture and striped pattern.",chair,00254
POÄNG,C:\Users\admin\Downloads\app_30688142\poaeng-rocking-chair-oak-veneer-gunnared-light-green__1192367_pe901077_s5.jpg,none,chair,00255
HAUGA,C:\Users\admin\Downloads\app_30688142\hauga-chair-white__1336852_pe947477_s5.jpg,"Solid wood chair frame makes the construction durable and very sturdy.For a softer seat or to add a personal touch to the room, complete with a chair pad in the style and colour of your choice.A side chair is ideal for smaller spaces as the armless silhouette allows it to slide effortlessly under the table when not in use.This traditional wooden ladder-back kitchen/dining chair in white pairs beautifully with HAUGA tables.DesignerOla Wihlborg",chair,00256
GRÖNSTA,C:\Users\admin\Downloads\app_30688142\groensta-chair-with-armrests-in-outdoor-white__1243810_pe920959_s5.jpg,"Easy to clean – just wipe with a damp cloth.Solid eucalyptus legs screw onto the seat shell easily without having to use tools.The white moulded seat shell has a comfy flexy feel, an embracing scoop design that supports the back and rounded armrests for comfortable seating.",chair,00257
